Mon Aug 20 17:27:59 2018    profile.stats

         328200 function calls (322435 primitive calls) in 0.546 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\shutil.py:71(RegistryError)
        1    0.000    0.000    0.005    0.005 E:\python\python36\lib\shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\bz2.py:32(BZ2File)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\_compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\_compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tempfile.py:418(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tempfile.py:461(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tempfile.py:631(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\tempfile.py:779(TemporaryDirectory)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\random.py:96(seed)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\random.py:71(Random)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\random.py:666(SystemRandom)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\random.py:38(<module>)
        8    0.000    0.000    0.000    0.000 E:\python\python36\lib\hashlib.py:73(__get_builtin_constructor)
       14    0.000    0.000    0.000    0.000 E:\python\python36\lib\hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\hashlib.py:54(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\bisect.py:1(<module>)
       81    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\utils.py:52(_set_function_name)
       81    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\utils.py:69(__init__)
       81    0.001    0.000    0.001    0.000 E:\python\python36\lib\site-packages\numpy\lib\utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\utils.py:57(_Deprecate)
       81    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\utils.py:997(SafeEval)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\lib\utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\nosetester.py:6(<module>)
       10    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\pytesttester.py:69(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\pytesttester.py:44(PytestTester)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\testing\_private\pytesttester.py:26(<module>)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\ufunclike.py:5(<module>)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:98(nd_grid)
        3    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:446(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:351(RClass)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:476(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:451(CClass)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:481(ndenumerate)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:531(ndindex)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:653(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:609(IndexExpression)
        1    0.000    0.000    0.010    0.010 E:\python\python36\lib\site-packages\numpy\lib\index_tricks.py:1(<module>)
       13    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\function_base.py:241(iterable)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\function_base.py:1447(trim_zeros)
      446    0.001    0.000    0.001    0.000 E:\python\python36\lib\site-packages\numpy\lib\function_base.py:1912(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\function_base.py:1760(vectorize)
      290    0.001    0.000    0.003    0.000 E:\python\python36\lib\site-packages\numpy\lib\function_base.py:3895(add_newdoc)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\lib\function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\histograms.py:3(<module>)
        1    0.000    0.000    0.007    0.007 E:\python\python36\lib\site-packages\numpy\matrixlib\__init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\matrixlib\defmatrix.py:70(matrix)
        1    0.000    0.000    0.006    0.006 E:\python\python36\lib\site-packages\numpy\matrixlib\defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\ast.py:26(<module>)
        1    0.000    0.000    0.004    0.004 E:\python\python36\lib\site-packages\numpy\linalg\__init__.py:45(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\linalg\info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\linalg\linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\linalg\linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\numpy\linalg\linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\stride_tricks.py:7(<module>)
       19    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\mixins.py:20(_binary_method)
       13    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\mixins.py:30(_reflected_binary_method)
       12    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\mixins.py:40(_inplace_binary_method)
       12    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\polynomial.py:22(RankWarning)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\polynomial.py:1062(_coeffs)
        4    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\polynomial.py:1071(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\polynomial.py:934(poly1d)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\polynomial.py:4(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\npyio.py:115(NpzFile)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\numpy\lib\npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\format.py:156(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_datasource.py:160(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_datasource.py:136(_FileOpeners)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_datasource.py:263(DataSource)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_datasource.py:619(Repository)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_iotools.py:464(ConverterError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_iotools.py:480(ConversionWarning)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_iotools.py:493(StringConverter)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_iotools.py:3(<module>)
        1    0.000    0.000    0.003    0.003 E:\python\python36\lib\site-packages\numpy\lib\financial.py:12(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\lib\_version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\_distributor_init.py:10(<module>)
        1    0.000    0.000    0.003    0.003 E:\python\python36\lib\site-packages\numpy\fft\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\fft\info.py:184(<module>)
        1    0.000    0.000    0.002    0.002 E:\python\python36\lib\site-packages\numpy\fft\fftpack.py:32(<module>)
        2    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\fft\helper.py:245(__init__)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\fft\helper.py:224(_FFTCache)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\fft\helper.py:4(<module>)
        1    0.000    0.000    0.005    0.005 E:\python\python36\lib\site-packages\numpy\polynomial\__init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\polynomial\polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.001    0.001 E:\python\python36\lib\site-packages\numpy\polynomial\polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\polynomial\polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\polynomial\polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\polynomial\polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 E:\python\python36\lib\site-packages\numpy\polynomial\polyutils.py:79(PolyBase)
